Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Planetarian: Chiisana Hoshi no Yume,PSP,2009.0,Adventure,Prototype,0.0,0.0,20.0,0.0,20.0
SingStar Mallorca Party,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,40.0,0.0,20.0,60.0
Battlefield 3,X360,2011.0,Shooter,Electronic Arts,4460.0,2130.0,60.0,690.0,7340.0
Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,100.0,120.0,290.0,70.0,580.0
Ceville,PC,2009.0,Action,Kalypso Media,0.0,20.0,0.0,0.0,20.0
MLB Power Pros,Wii,2007.0,Sports,Konami Digital Entertainment,230.0,0.0,40.0,20.0,290.0
Nayuta no Kiseki,PSP,2012.0,Action,Nihon Falcom Corporation,0.0,0.0,140.0,0.0,140.0
DiRT Showdown,X360,2012.0,Racing,Codemasters,80.0,140.0,0.0,20.0,240.0
MotionSports: Adrenaline,X360,2011.0,Sports,Ubisoft,140.0,100.0,0.0,30.0,270.0
Jampack Volume 12,PS2,2005.0,Misc,Sony Computer Entertainment,150.0,120.0,0.0,40.0,310.0
Tail Concerto,PS,1998.0,Adventure,Namco Bandai Games,20.0,10.0,0.0,0.0,30.0
Jissen Pachi-Slot Hisshouhou,SNES,1993.0,Misc,Sammy Corporation,0.0,0.0,190.0,0.0,190.0
Epic Mickey: Power of Illusion,3DS,2012.0,Action,Disney Interactive Studios,360.0,40.0,40.0,40.0,480.0
Alia's Carnival! Sacrament,PSV,2015.0,Adventure,dramatic create,0.0,0.0,30.0,0.0,30.0
BattleTanx: Global Assault,N64,1999.0,Action,3DO,310.0,70.0,0.0,0.0,380.0
Pac-Man All-Stars,PS3,2011.0,Fighting,Namco Bandai Games,200.0,80.0,40.0,40.0,360.0
Deepak Chopra's Leela,X360,2011.0,Misc,THQ,70.0,50.0,0.0,10.0,130.0
Disney's Planes,Wii,2013.0,Simulation,Disney Interactive Studios,80.0,70.0,0.0,20.0,170.0
MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.0,50.0,0.0,10.0,60.0
MX vs. ATV: Alive,X360,2011.0,Racing,THQ,370.0,140.0,0.0,50.0,560.0
Railroad Tycoon II,PS,1999.0,Strategy,PopTop Software,60.0,40.0,0.0,10.0,110.0
NBA Live 09,PS2,2008.0,Sports,Electronic Arts,320.0,10.0,10.0,50.0,390.0
X-Men: Children of the Atom,SAT,1995.0,Fighting,Acclaim Entertainment,0.0,0.0,210.0,0.0,210.0
Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1910.0,0.0,90.0,830.0,2830.0
Fatal Frame 2: Wii Edition,Wii,2012.0,Action,Nintendo,0.0,0.0,100.0,0.0,100.0
Arkanoid DS,DS,2007.0,Puzzle,Square Enix,60.0,0.0,0.0,0.0,60.0
Jampack Winter 2000,PS,2000.0,Misc,Sony Computer Entertainment,550.0,380.0,0.0,70.0,1000.0
Bionicle: Matoran Adventures,GBA,2002.0,Platform,Electronic Arts,180.0,70.0,0.0,0.0,250.0
Final Fantasy II,SNES,1991.0,Role-Playing,Square,240.0,90.0,1330.0,120.0,1780.0
Purr Pals,DS,2007.0,Simulation,THQ,180.0,360.0,0.0,20.0,560.0
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005.0,Misc,Unknown,10.0,0.0,0.0,0.0,10.0
TV Show King Party,Wii,2008.0,Puzzle,Ubisoft,180.0,410.0,0.0,80.0,670.0
Viva Pinata,PC,2007.0,Simulation,Microsoft Game Studios,0.0,20.0,0.0,0.0,20.0
Spyro: Season of Ice,GBA,2001.0,Platform,Vivendi Games,1290.0,830.0,0.0,110.0,2230.0
NFL Street 2,PS2,2004.0,Sports,Electronic Arts,790.0,620.0,0.0,210.0,1620.0
Star Wars Episode 1: Jedi Power Battles,PS,1999.0,Action,LucasArts,660.0,480.0,10.0,60.0,1210.0
Dragon Ball Heroes: Ultimate Mission 2,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,310.0,0.0,310.0
Super Real Mahjong Graffiti,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,70.0,0.0,70.0
Duke Nukem Forever,X360,2011.0,Shooter,Take-Two Interactive,520.0,250.0,0.0,70.0,840.0
"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008.0,Strategy,THQ,0.0,20.0,0.0,0.0,20.0
Re-Volt,N64,1999.0,Racing,Acclaim Entertainment,140.0,40.0,0.0,0.0,180.0
Pro Evolution Soccer 2012,3DS,2011.0,Action,Konami Digital Entertainment,20.0,0.0,0.0,0.0,20.0
Yggdra Union: We'll Never Fight Alone,GBA,2006.0,Role-Playing,Sting,0.0,0.0,30.0,0.0,30.0
Match 3 Madness,DS,2010.0,Puzzle,Foreign Media Games,0.0,50.0,0.0,10.0,60.0
Minority Report: Everybody Runs,GBA,2002.0,Action,Activision,30.0,10.0,0.0,0.0,40.0
Crazy Chicken: Star Karts,DS,2008.0,Racing,Phenomedia,30.0,0.0,0.0,0.0,30.0
Disney's Extreme Skate Adventure,XB,2003.0,Sports,Activision,80.0,20.0,0.0,0.0,100.0
Wii de Asobu: Metroid Prime,Wii,2009.0,Shooter,Nintendo,0.0,0.0,20.0,0.0,20.0
Elvandia Story,PS2,2007.0,Role-Playing,Spike,0.0,0.0,20.0,0.0,20.0
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011.0,Strategy,Nippon Ichi Software,0.0,0.0,30.0,0.0,30.0
Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,550.0,440.0,140.0,90.0,1220.0
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,Ubisoft,210.0,110.0,0.0,10.0,330.0
Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005.0,Adventure,Konami Digital Entertainment,60.0,50.0,0.0,20.0,130.0
Crime Crackers,PS,1994.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,90.0,10.0,100.0
Kirby: Canvas Curse,DS,2005.0,Platform,Nintendo,370.0,0.0,320.0,40.0,730.0
G1 Jockey 3,PS2,2002.0,Sports,THQ,20.0,10.0,70.0,0.0,100.0
The Polar Express,GC,2004.0,Adventure,THQ,80.0,20.0,0.0,0.0,100.0
Motocross Mania 3,XB,2005.0,Racing,Take-Two Interactive,10.0,0.0,0.0,0.0,10.0
CSI: Hard Evidence,X360,2007.0,Adventure,Ubisoft,70.0,20.0,0.0,10.0,100.0
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014.0,Action,Idea Factory,0.0,0.0,20.0,0.0,20.0
Puppet Show 3: Lost Town,PC,2011.0,Puzzle,Focus Home Interactive,0.0,20.0,0.0,0.0,20.0
Tropico 5,PC,2014.0,Simulation,Kalypso Media,20.0,80.0,0.0,10.0,110.0
Worms World Party,GBA,2002.0,Strategy,Ubisoft,40.0,10.0,0.0,0.0,50.0
The Dukes of Hazzard: Return of the General Lee,PS2,2004.0,Racing,Ubisoft,110.0,80.0,0.0,30.0,220.0
Summer Athletics,PC,2008.0,Sports,DTP Entertainment,0.0,10.0,0.0,0.0,10.0
Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008.0,Misc,Dorart,0.0,0.0,20.0,0.0,20.0
Sonic Colors,Wii,2010.0,Platform,Sega,960.0,610.0,10.0,160.0,1740.0
Mario Party 9,Wii,2012.0,Misc,Nintendo,1150.0,1170.0,760.0,240.0,3320.0
Happy Feet Two,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,90.0,10.0,0.0,10.0,110.0
Inazuma Eleven 3,DS,2010.0,Role-Playing,Level 5,0.0,0.0,930.0,0.0,930.0
Digger Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.0,10.0,0.0,0.0,10.0
Bee Movie Game,PS2,2007.0,Action,Activision,50.0,40.0,0.0,10.0,100.0
Point Blank,PS,1997.0,Shooter,Sony Computer Entertainment,50.0,30.0,230.0,20.0,330.0
Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,Electronic Arts,0.0,30.0,0.0,0.0,30.0
The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2410.0,2280.0,280.0,1010.0,5980.0
Zoo Tycoon: Complete Collection,PC,2003.0,Strategy,Microsoft Game Studios,30.0,20.0,0.0,10.0,60.0
Forever Kingdom,PS2,2001.0,Role-Playing,From Software,20.0,20.0,40.0,10.0,90.0
Let's Play Ballerina,Wii,2010.0,Sports,Deep Silver,20.0,0.0,0.0,0.0,20.0
Championship Manager 99/00,PC,1999.0,Sports,Eidos Interactive,0.0,980.0,0.0,90.0,1070.0
Spore Galactic Adventures,PC,2009.0,Strategy,Electronic Arts,0.0,10.0,0.0,0.0,10.0
New Interpretation Stranger of Sword City,PSV,2016.0,Role-Playing,Experience Inc.,0.0,0.0,10.0,0.0,10.0
Shrek: Forever After,DS,2010.0,Platform,Activision,190.0,100.0,0.0,30.0,320.0
Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,50.0,0.0,0.0,0.0,50.0
Inazuma Eleven Strikers 2012 Xtreme,Wii,2011.0,Role-Playing,Level 5,0.0,0.0,190.0,0.0,190.0
Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,500.0,370.0,100.0,160.0,1130.0
Winning Post 8 2015,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,20.0,0.0,20.0
NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,790.0,0.0,0.0,60.0,850.0
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996.0,Shooter,Namco Bandai Games,0.0,0.0,280.0,0.0,280.0
Doukyuusei 2,SAT,1997.0,Role-Playing,NEC Interchannel,0.0,0.0,130.0,0.0,130.0
HOP,DS,2011.0,Platform,505 Games,90.0,10.0,0.0,10.0,110.0
Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,250.0,190.0,0.0,60.0,500.0
Wizardry XTH: Unlimited Students,PS2,2006.0,Role-Playing,Michaelsoft,0.0,0.0,10.0,0.0,10.0
Jam Sessions 2,DS,2009.0,Misc,Ubisoft,60.0,0.0,0.0,0.0,60.0
Kousoku Card Battle: Card Hero,DS,2007.0,Strategy,Nintendo,0.0,0.0,110.0,0.0,110.0
Defender,GC,2002.0,Misc,Midway Games,80.0,20.0,0.0,0.0,100.0
The King of Fighters '95,NG,1995.0,Fighting,SNK,0.0,0.0,200.0,0.0,200.0
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,50.0,40.0,0.0,10.0,100.0
Dementium II,DS,2010.0,Shooter,SouthPeak Games,90.0,20.0,0.0,10.0,120.0
X-Men Origins: Wolverine - Uncaged Edition,PC,2009.0,Action,Activision,20.0,0.0,0.0,0.0,20.0
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007.0,Misc,Gakken,0.0,0.0,20.0,0.0,20.0
Battlefield: Bad Company 2,PC,2010.0,Shooter,Electronic Arts,190.0,530.0,0.0,0.0,720.0
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015.0,Misc,Namco Bandai Games,0.0,0.0,30.0,0.0,30.0
Driven,GC,2002.0,Racing,BAM! Entertainment,60.0,20.0,0.0,0.0,80.0
Balls of Fury,DS,2007.0,Sports,Zoo Digital Publishing,20.0,0.0,0.0,0.0,20.0
The Bombing Islands,PS,1997.0,Platform,Kemco,80.0,50.0,0.0,10.0,140.0
Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,590.0,30.0,0.0,0.0,620.0
Eat Lead: The Return of Matt Hazard,PS3,2009.0,Shooter,D3Publisher,90.0,20.0,0.0,10.0,120.0
Backyard Soccer,PS,2001.0,Sports,Infogrames,70.0,50.0,0.0,10.0,130.0
Motto NUGA-CEL!,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,20.0,0.0,20.0
Mighty No. 9,PS4,2016.0,Platform,Deep Silver,40.0,0.0,0.0,10.0,50.0
LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,Warner Bros. Interactive Entertainment,50.0,100.0,40.0,10.0,200.0
Scene It? Lights Camera Action,X360,2007.0,Misc,Microsoft Game Studios,430.0,20.0,0.0,40.0,490.0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,Midway Games,30.0,30.0,0.0,10.0,70.0
Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,300.0,230.0,0.0,90.0,620.0
Harukanaru Augusta 2: Masters,SNES,1993.0,Sports,T&E Soft,0.0,0.0,120.0,0.0,120.0
Desktop Tower Defense,DS,2009.0,Strategy,THQ,110.0,0.0,0.0,10.0,120.0
Jumping Flash! 2,PS,1996.0,Platform,Sony Computer Entertainment,50.0,30.0,150.0,20.0,250.0
Goldeneye 007: Reloaded,X360,2011.0,Shooter,Activision,250.0,210.0,0.0,50.0,510.0
Need for Speed (2015),PS4,2015.0,Racing,Electronic Arts,490.0,1490.0,50.0,360.0,2390.0
Lucian Bee's: Resurrection Supernova,PS2,2009.0,Adventure,5pb,0.0,0.0,10.0,0.0,10.0
Dead to Rights,XB,2002.0,Shooter,Electronic Arts,530.0,170.0,0.0,30.0,730.0
MX vs. ATV: Alive,PS3,2011.0,Racing,THQ,240.0,150.0,0.0,70.0,460.0
Super Heroine Chronicle,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,30.0,0.0,30.0
Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,100.0,10.0,0.0,10.0,120.0
Assassin's Creed II,X360,2009.0,Action,Ubisoft,3100.0,1560.0,80.0,510.0,5250.0
Pinball Tycoon,GBA,2002.0,Misc,Ignition Entertainment,30.0,10.0,0.0,0.0,40.0
Paws & Claws: Pet Resort,Wii,2009.0,Simulation,THQ,100.0,0.0,0.0,10.0,110.0
Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,1130.0,1120.0,60.0,220.0,2530.0
X-Men Origins: Wolverine - Uncaged Edition,X360,2009.0,Action,Activision,420.0,210.0,0.0,60.0,690.0
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010.0,Simulation,Electronic Arts,500.0,0.0,0.0,30.0,530.0
Open Season,PS2,2006.0,Platform,Ubisoft,10.0,10.0,0.0,0.0,20.0
Monster Hunter G,PS2,2005.0,Role-Playing,Capcom,0.0,0.0,230.0,0.0,230.0
Xblaze: Lost Memories,PS3,2015.0,Adventure,Arc System Works,10.0,0.0,0.0,0.0,10.0
Injustice: Gods Among Us,PS4,2013.0,Fighting,Warner Bros. Interactive Entertainment,460.0,290.0,0.0,120.0,870.0
FIFA Soccer 2002,PS2,2001.0,Sports,Electronic Arts,310.0,240.0,0.0,80.0,630.0
Backyard NBA Basketball,PS2,2003.0,Sports,Atari,290.0,220.0,0.0,70.0,580.0
ESPN NFL Primetime 2002,XB,2002.0,Sports,Konami Digital Entertainment,10.0,0.0,0.0,0.0,10.0
Medarot: Kabuto / Kuwagata Version,GB,1997.0,Role-Playing,Imagineer,0.0,0.0,400.0,0.0,400.0
Dream Club Zero Portable,PSV,2011.0,Simulation,D3Publisher,0.0,0.0,30.0,0.0,30.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,D3Publisher,0.0,0.0,60.0,0.0,60.0
Hot Wheels Turbo Racing,N64,1999.0,Racing,Electronic Arts,250.0,60.0,0.0,0.0,310.0
NFL Blitz 20-03,GC,2002.0,Sports,Midway Games,110.0,30.0,0.0,0.0,140.0
Gretzky NHL 2005,PS2,2004.0,Sports,Sony Computer Entertainment,80.0,70.0,0.0,20.0,170.0
R.U.S.E.,X360,2010.0,Strategy,Ubisoft,120.0,120.0,0.0,30.0,270.0
Pro Evolution Soccer 2010,Wii,2009.0,Sports,Konami Digital Entertainment,120.0,270.0,60.0,50.0,500.0
Just Dance 2016,Wii,2015.0,Misc,Ubisoft,520.0,590.0,0.0,100.0,1210.0
Dragon Ball Z: Shin Butouden,SAT,1995.0,Fighting,Namco Bandai Games,0.0,0.0,90.0,0.0,90.0
Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,120.0,0.0,0.0,10.0,130.0
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006.0,Misc,Nintendo,0.0,0.0,1710.0,0.0,1710.0
Virtua Tennis 4,PC,2011.0,Sports,Sega,0.0,30.0,0.0,10.0,40.0
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006.0,Action,Sega,0.0,0.0,20.0,0.0,20.0
Brothers in Arms: Double Time,Wii,2008.0,Shooter,Ubisoft,110.0,0.0,0.0,10.0,120.0
2014 FIFA World Cup Brazil,X360,2014.0,Sports,Electronic Arts,140.0,280.0,0.0,40.0,460.0
L.A. Rush,XB,2005.0,Racing,Midway Games,110.0,30.0,0.0,10.0,150.0
Epidemic,PS,1995.0,Shooter,Sony Computer Entertainment,20.0,10.0,100.0,10.0,140.0
Rayman Raving Rabbids,PC,2006.0,Misc,Ubisoft,0.0,10.0,0.0,0.0,10.0
Top Gun: Fire at Will!,PS,1996.0,Misc,Microprose,300.0,210.0,0.0,40.0,550.0
Hyakki Yagyou Kaidan Romance,PSP,2012.0,Action,Quinrose,0.0,0.0,10.0,0.0,10.0
Kenka Banchou 4: Ichinen Sensou,PSP,2010.0,Action,Spike,0.0,0.0,190.0,0.0,190.0
BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,40.0,10.0,0.0,0.0,50.0
Project CARS,XOne,2015.0,Racing,Slightly Mad Studios,80.0,130.0,0.0,20.0,230.0
XGRA: Extreme G Racing Association,GC,2003.0,Racing,Acclaim Entertainment,20.0,0.0,0.0,0.0,20.0
Generator Rex: Agent of Providence,3DS,2011.0,Action,Activision,70.0,20.0,0.0,10.0,100.0
Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,60.0,50.0,0.0,20.0,130.0
Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,50.0,0.0,10.0,0.0,60.0
Green Lantern: Rise of the Manhunters,X360,2011.0,Action,Warner Bros. Interactive Entertainment,70.0,50.0,0.0,10.0,130.0
Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,100.0,0.0,0.0,10.0,110.0
Downhill Domination,PS2,2003.0,Racing,Codemasters,230.0,180.0,0.0,60.0,470.0
World Stadium 4,PS,2000.0,Sports,Namco Bandai Games,0.0,0.0,150.0,10.0,160.0
Rabbids Party Collection,Wii,2010.0,Misc,Ubisoft,0.0,160.0,0.0,20.0,180.0
Sengoku Otome: Legend Battle,PSV,2016.0,Action,Unknown,0.0,0.0,20.0,0.0,20.0
Bratz: Forever Diamondz,DS,2006.0,Adventure,THQ,430.0,880.0,0.0,180.0,1490.0
WipEout Pulse,PS2,2009.0,Racing,Sony Computer Entertainment,0.0,150.0,0.0,330.0,480.0
Obscure,PS2,2004.0,Adventure,Microids,30.0,30.0,0.0,10.0,70.0
Tennis no Oji-Sama: Card Hunter,PS2,2007.0,Strategy,Konami Digital Entertainment,0.0,0.0,20.0,0.0,20.0
Red Dead Revolver,XB,2004.0,Shooter,Take-Two Interactive,400.0,120.0,0.0,20.0,540.0
Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,120.0,630.0,0.0,110.0,860.0
Need for Speed Underground 2,GC,2004.0,Racing,Electronic Arts,700.0,390.0,10.0,30.0,1130.0
Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,10.0,0.0,10.0
Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,270.0,210.0,0.0,70.0,550.0
Trollz: Hair Affair!,GBA,2005.0,Misc,Ubisoft,30.0,10.0,0.0,0.0,40.0
Shining Force III: Scenario 2,SAT,1998.0,Strategy,Sega,0.0,0.0,50.0,0.0,50.0
XGRA: Extreme G Racing Association,XB,2003.0,Racing,Acclaim Entertainment,20.0,0.0,0.0,0.0,20.0
Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,60.0,0.0,60.0
Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,0.0,0.0,10.0,0.0,10.0
Vexx,GC,2003.0,Platform,Acclaim Entertainment,50.0,10.0,0.0,0.0,60.0
UNO 52,DS,2006.0,Misc,Zoo Digital Publishing,10.0,0.0,0.0,0.0,10.0
Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,320.0,80.0,0.0,10.0,410.0
God of War Saga,PS3,2012.0,Action,Sony Computer Entertainment,720.0,0.0,0.0,60.0,780.0
Enkaku Sousa: Sana e no 23 Hiai,PSP,2009.0,Adventure,Sony Computer Entertainment,0.0,0.0,20.0,0.0,20.0
Championship Manager 03/04,PC,2003.0,Sports,Eidos Interactive,0.0,1150.0,0.0,110.0,1260.0
Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,20.0,30.0,0.0,0.0,50.0
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010.0,Role-Playing,Rocket Company,0.0,0.0,120.0,0.0,120.0
The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,90.0,60.0,0.0,10.0,160.0
Babysitting Mania,DS,2008.0,Simulation,Majesco Entertainment,240.0,0.0,0.0,20.0,260.0
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005.0,Action,Konami Digital Entertainment,40.0,20.0,0.0,0.0,60.0
Yuusha Shisu.,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.0,0.0,20.0,0.0,20.0
Final Fantasy XI: Wings of the Goddess,X360,2007.0,Role-Playing,Square Enix,250.0,0.0,20.0,20.0,290.0
Star Wars The Clone Wars: Republic Heroes,DS,2009.0,Action,LucasArts,230.0,140.0,0.0,40.0,410.0
Galileo,DS,2008.0,Adventure,D3Publisher,0.0,0.0,30.0,0.0,30.0
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011.0,Action,Namco Bandai Games,0.0,0.0,220.0,0.0,220.0
Shin Hayarigami 2,PSV,2016.0,Adventure,Nippon Ichi Software,0.0,0.0,10.0,0.0,10.0
Fatal Fury: Battle Archives Volume 1,PS2,2006.0,Fighting,Ignition Entertainment,20.0,10.0,0.0,0.0,30.0
Up,DS,2009.0,Action,THQ,310.0,280.0,0.0,70.0,660.0
Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,3670.0,0.0,3670.0
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,50.0,0.0,640.0,2930.0,3620.0
Reloaded,PS,1996.0,Action,Gremlin Interactive Ltd,90.0,60.0,0.0,10.0,160.0
Famista '91,NES,1990.0,Sports,Namco Bandai Games,0.0,0.0,300.0,0.0,300.0
Roadsters 99,N64,1999.0,Racing,Titus,60.0,130.0,0.0,10.0,200.0
Arc the Lad III,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,390.0,30.0,420.0
G.I. Joe: The Rise of Cobra,PS3,2009.0,Action,Electronic Arts,110.0,70.0,0.0,30.0,210.0
My Japanese Coach,DS,2008.0,Misc,Ubisoft,250.0,0.0,0.0,20.0,270.0
Final Fantasy Chronicles,PS,2001.0,Role-Playing,Square,290.0,200.0,0.0,30.0,520.0
Digimon World: Next Order,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,90.0,0.0,90.0
Tekken 3D: Prime Edition,3DS,2012.0,Fighting,Nintendo,60.0,80.0,50.0,10.0,200.0
Emergency Heroes,Wii,2008.0,Racing,Ubisoft,150.0,270.0,0.0,60.0,480.0
Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,30.0,0.0,30.0
Heroes of the Pacific,PC,2005.0,Simulation,Codemasters,0.0,20.0,0.0,0.0,20.0
Bionic Commando,X360,2009.0,Platform,Capcom,120.0,120.0,10.0,30.0,280.0
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001.0,Fighting,Capcom,0.0,0.0,120.0,0.0,120.0
The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,Vivendi Games,160.0,130.0,0.0,30.0,320.0
Beyblade G-Revolution,GBA,2004.0,Action,Atari,150.0,50.0,0.0,0.0,200.0
Disney Infinity 2.0: Marvel Super Heroes,PS4,2014.0,Action,Disney Interactive Studios,260.0,240.0,0.0,100.0,600.0
"Iza, Shutsujin! Koisen",PSP,2011.0,Adventure,Quinrose,0.0,0.0,10.0,0.0,10.0
Cocoto Kart Racer,DS,2004.0,Racing,Big Ben Interactive,40.0,0.0,0.0,0.0,40.0
MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,860.0,30.0,0.0,140.0,1030.0
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,70.0,0.0,70.0
Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,60.0,40.0,0.0,10.0,110.0
Bentley's Hackpack,GBA,2005.0,Misc,Unknown,670.0,250.0,0.0,20.0,940.0
Winter Blast: 9 Snow & Ice Games,Wii,2010.0,Sports,Destineer,20.0,0.0,0.0,0.0,20.0
Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,Electronic Arts,130.0,50.0,0.0,0.0,180.0
Wing Commander IV: The Price of Freedom,PS,1997.0,Simulation,Origin Systems,50.0,30.0,0.0,10.0,90.0
Growlanser VI: Precarious World,PS2,2007.0,Role-Playing,Atlus,0.0,0.0,50.0,0.0,50.0
Vin Diesel: Wheelman,X360,2009.0,Racing,Ubisoft,240.0,170.0,0.0,50.0,460.0
Iron Man 2,Wii,2010.0,Action,Sega,150.0,150.0,0.0,30.0,330.0
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,10.0,0.0,10.0
Payout Poker & Casino,PSP,2009.0,Misc,Unknown,20.0,0.0,0.0,0.0,20.0
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft,190.0,50.0,0.0,10.0,250.0
God Eater 2,PSV,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,450.0,0.0,450.0
Uprising X,PS,1998.0,Action,3DO,40.0,30.0,0.0,0.0,70.0
Rocky: Legends,PS2,2004.0,Action,Ubisoft,130.0,100.0,0.0,30.0,260.0
Bee Movie Game,X360,2007.0,Action,Activision,160.0,0.0,0.0,10.0,170.0
Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,Electronic Arts,50.0,40.0,0.0,10.0,100.0
Let's Play Ballerina,DS,2010.0,Sports,Deep Silver,130.0,0.0,0.0,10.0,140.0
Luxor 3,Wii,2008.0,Puzzle,Mumbo Jumbo,160.0,0.0,0.0,10.0,170.0
Final Fantasy IV,DS,2007.0,Simulation,Square Enix,540.0,50.0,620.0,50.0,1260.0
Air Conflicts: Secret Wars,X360,2011.0,Simulation,bitComposer Games,60.0,20.0,0.0,10.0,90.0
Shadowgate 64: Trials of the Four Towers,N64,1999.0,Adventure,Kemco,60.0,10.0,0.0,0.0,70.0
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,70.0,0.0,70.0
The Fairly Odd Parents: Breakin Da Rules,XB,2003.0,Platform,THQ,80.0,20.0,0.0,0.0,100.0
Samurai & Dragons,PSV,2012.0,Action,Sega,0.0,0.0,20.0,0.0,20.0
